lang,type,title,url,slug,date,seo_title,seo_desc,target_kw,og_title,og_img
es,page,<strong>Liderazgo Público para la Acción Climática</strong>,https://es.theglobal.school/liderazgo-publico-para-la-accion-climatica/,liderazgo-publico-para-la-accion-climatica,2023-05-17 08:07:31,%%title%% %%page%%,"Liderazgo Público para la Acción Climática. Dictado por Ligia Castro de Doens, Directora de Cambio Climática del Gobierno de Panamá.",Liderazgo Público para la Acción Climática,Liderazgo Público para la Acción Climática,https://es.theglobal.school/wp-content/uploads/2023/05/Curso-Ligia-Banner-1024x576.webp
es,page,Liderazgo y Acción Social Empresarial,https://es.theglobal.school/liderazgo-y-accion-social-empresarial/,liderazgo-y-accion-social-empresarial,2023-10-23 17:08:19,Curso: Liderazgo y Acción Social Empresarial,"Cursos de Liderazgo y Estrategia. Vienna School &amp; The Global School. Desde 2010 Viena, Berlin &amp; Ginebra. ","ACCSE,Accion Empresarial,acción empresarial ejemplos,accion empresarial por la educacion,accion empresarial que es,accion empresarial definicion,Responsabilidad Social Empresarial,responsabilidad social empresarial en ingles,responsabilidad social empresarial ejemplos,responsabilidad social empresarial en colombia,responsabilidad social empresarial costa rica,responsabilidad social empresarial coca cola,responsabilidad social empresarial en chile,responsabilidad social empresarial importancia,responsabilidad social empresarial y sustentabilidad,Cursos Responsabilidad Social,cursos responsabilidad social empresarial,cursos responsabilidad social corporativa,cursos de responsabilidad social empresarial 2022,curso gratuito responsabilidad social,curso responsabilidad social upn,cursos de responsabilidad social empresarial 2023,cursos de responsabilidad social universitaria,curso auditor responsabilidad social",,
es,page,Liderazgo y Ecología,https://es.theglobal.school/liderazgo-y-ecologia/,liderazgo-y-ecologia,2023-11-19 14:06:25,,,,,https://es.theglobal.school/wp-content/uploads/2023/11/Soluciones-Ecologicas-Paraguay.jpg
es,page,Liderazgo y Gestión Pública,https://es.theglobal.school/liderazgo-y-gestion-publica/,liderazgo-y-gestion-publica,2023-10-16 17:21:52,Liderazgo y Gestión Pública,Academia de la Gestión Pública Colombia. Liderazgo y Gestión Pública,,,
es,page,Los Objetivos del Desarrollo Humano,https://es.theglobal.school/los-objetivos-del-desarrollo-humano/,los-objetivos-del-desarrollo-humano,2021-05-17 18:41:16,,,,,
es,page,Los Valores de mi proyecto social,https://es.theglobal.school/los-valores-de-mi-proyecto-social/,los-valores-de-mi-proyecto-social,2020-08-24 08:39:53,,,,,
es,page,Male García,https://es.theglobal.school/malegarcia/,malegarcia,2024-07-24 20:01:36,,,,,
es,page,Masterclass Liderazgo Organizacional,https://es.theglobal.school/masterclass-liderazgo-organizacional/,masterclass-liderazgo-organizacional,2023-04-04 15:03:03,%%title%% %%page%% %%sep%%,"Masterclass Liderazgo Organizacional. Dictada por Alejandro Rodríguez, Gerente de Recursos Humanos de la OPEP.",Masterclass Liderazgo Organizacional,,
es,page,Matriz Innovación Social,https://es.theglobal.school/matriz-innovacion-social/,matriz-innovacion-social,2020-08-17 15:56:50,,,,,
es,page,Area de Miembros,https://es.theglobal.school/miembros/,miembros,2020-08-31 17:20:37,,,,,
es,page,Miembros Asociados - The New Global School,https://es.theglobal.school/miembros-asociados/,miembros-asociados,2022-11-21 15:47:09,,"Miembros Asociados The New Global School. Líderes de Gobierno y Empresa. Desde 2010, Viena, Berlín y Alemania.",Miembros Asociados,Miembros Asociados,
es,page,Mujeres Auténticas,https://es.theglobal.school/mujeres-autenticas/,mujeres-autenticas,2023-01-11 15:41:10,,Top 20 Mujéres Lideresas de Empresa y Gobierno de Hispanoamérica. Mujeres Auténticas la forman mujeres que no tienen miedo de ser si mismas.,Mujeres Auténticas,Mujeres Auténticas,
es,page,Mujeres Auténticas - Votaciones,https://es.theglobal.school/mujeres-autenticas-votaciones/,mujeres-autenticas-votaciones,2025-01-20 14:45:57,,,,,
es,page,Nominaciones - Latin American Leaders Awards,https://es.theglobal.school/nominaciones-latin-american-leaders-awards/,nominaciones-latin-american-leaders-awards,2024-11-14 15:55:28,,,,,
es,page,Nominaciones - Mujeres Auténticas,https://es.theglobal.school/nominaciones-mujeres-autenticas/,nominaciones-mujeres-autenticas,2025-01-20 12:51:24,,,,,
es,page,The New Global School - ¿Quiénes somos?,https://es.theglobal.school/nosotros/,nosotros,2017-12-19 22:30:10,The New Global School - ¿Quiénes somos?,"Somos una premiada organización dedicada al diseño, promoción y organización de Eventos Internacionales y Programas Educativos para Líderes de Empresa y Gobierno.",Acerca de The Global School,The New Global School - ¿Quiénes somos?,https://es.theglobal.school/wp-content/uploads/2023/06/Certification-in-Sustainability-ISO-37101.webp
es,page,Objectives and Key Results (OKRs),https://es.theglobal.school/objectives-and-key-results-okrs/,objectives-and-key-results-okrs,2021-05-17 18:01:57,,,,,
es,page,Objetivos y Resultados Clave OKRs,https://es.theglobal.school/objetivos-y-resultados-clave-okrs/,objetivos-y-resultados-clave-okrs,2020-08-27 14:22:02,,,,,
es,page,Pasantías Pagadas - Youtuber,https://es.theglobal.school/pasantias-pagadas-analisis-y-creacion-de-contenido/,pasantias-pagadas-analisis-y-creacion-de-contenido,2023-03-21 15:33:13,,Pasantías Pagadas - Youtuber.,Pasantías Pagadas - Youtuber,Pasantías Pagadas - Youtuber,
es,page,"Terms, Privacy & Policies",https://es.theglobal.school/politicas/,politicas,2017-06-08 20:42:17,,,,,
es,page,Premiados 2022 - Latin American Leaders Awards,https://es.theglobal.school/premiados-2022-latin-american-leaders-awards/,premiados-2022-latin-american-leaders-awards,2022-11-28 13:54:24,,Premiados 2022 - Latin American Leaders Awards.,Premiados 2022,Premiados 2022,
es,page,Premiados 2023 - Latin American Leaders Awards,https://es.theglobal.school/premiados-2023-latin-american-leaders-awards/,premiados-2023-latin-american-leaders-awards,2023-12-14 19:35:56,,,,,
es,page,Premios Verdes - Curso de Liderazgo y Estrategia,https://es.theglobal.school/premios-verdes-curso-de-liderazgo-y-estrategia/,premios-verdes-curso-de-liderazgo-y-estrategia,2023-09-14 17:20:53,Premios Verdes - Curso de Liderazgo y Estrategia,"Co-fundadora de Premios Latinoamérica Verde; Actualmente es Viceministra del Ambiente del Ministerio del Ambiente, Agua y Transición Ecológica.","Curso Liderazgo,curso liderazgo y gestión de equipos,curso liderazgo y trabajo en equipo,curso liderazgo y gestión de equipos pdf,curso liderazgo gratis,curso liderazgo y gestión de equipos online,curso liderazgo online,curso liderazgo transformacional,curso liderazgo femenino,Curso Estrategia,curso estrategia inss,curso estrategias de ventas,curso estrategia reclame aqui,curso estrategia digital,curso estrategia é bom,curso estrategia oab,Premios Verdes,premios verdes 2023,premios verdes miami,premios verdes galapagos,premios verdes 2022 ganadores,premios verdes finalistas 2023,premios verdes visao,premios verdes ganadores,premios verdes edicion 2022,premios verdes categorias,Premios Verdes - Curso de Liderazgo y Estrategia,BIANCA DAGER JERVIS,BIANCA DAGER",Premios Verdes - Curso de Liderazgo y Estrategia,https://es.theglobal.school/wp-content/uploads/2023/10/PREMIOS-VERDES-CURSO-LIDERAZGO-Y-ESTRATEGIA.jpg
es,page,Prepara tu Programa,https://es.theglobal.school/prepara-tu-programa/,prepara-tu-programa,2018-01-23 12:49:38,,,,,
es,page,Tablero de Productividad para Proyectos Sociales,https://es.theglobal.school/productividad-para-proyectos-sociales/,productividad-para-proyectos-sociales,2020-08-24 18:08:58,,Tablero de Productividad para Proyectos Sociales. Un tablero herramienta de The Global School for Social Leaders,Tablero de Productividad para Proyectos Sociales,Tablero de Productividad para Proyectos Sociales,
es,page,Productivity Board,https://es.theglobal.school/productivity-board/,productivity-board,2021-05-17 18:08:06,,,,,
es,page,"Roberto Arrucha, Director y Fundador de The New Global School",https://es.theglobal.school/roberto-arrucha/,roberto-arrucha,2018-01-16 13:34:36,Roberto A. Arrucha - Director y Fundador de The New Global School,Director y Fundador de The New Global School,"Roberto Arrucha,Roberto A. Arrucha,Roberto Arrucha Viena,Arrucha,Arrucha Viena,Emprendedores Mexicanos",,
es,page,"Roberto A. Arrucha - Libro Mente, Cuerpo, Espíritu",https://es.theglobal.school/roberto-arrucha-libro/,roberto-arrucha-libro,2020-07-06 19:08:32,"Roberto A. Arrucha - Libro Mente, Cuerpo, Espíritu","10 años, 20 países, 12 poderosas historias que cambiarán tu forma de entender nuestro planeta y a ti mismo. Roberto A. Arrucha.","Roberto A. Arrucha,Roberto Arrucha",Roberto A. Arrucha - Libro,https://es.theglobal.school/wp-content/uploads/2020/10/India-Roberto.jpeg
es,page,Sambito - Curso de Liderazgo y Estrategia,https://es.theglobal.school/sambito-curso-de-liderazgo-y-estrategia/,sambito-curso-de-liderazgo-y-estrategia,2023-10-03 16:49:44,Sambito - Curso de Liderazgo y Estrategia,,,,
es,page,Seminario Internacional de Alta Especialización en PLD y Compliance,https://es.theglobal.school/seminario-internacional-de-alta-especializacion-en-pld-y-compliance/,seminario-internacional-de-alta-especializacion-en-pld-y-compliance,2023-08-08 16:07:59,,"Seminario Internacional de Alta Especialización en PLD y Compliance. Viena, Austria. Top Compliance.",Seminario Internacional de Alta Especialización en PLD y Compliance,,
es,page,Storytelling para Líderes Sociales,https://es.theglobal.school/storytelling-para-lideres-sociales/,storytelling-para-lideres-sociales,2020-08-20 17:34:06,,,,,
es,page,1 Tacita de Café,https://es.theglobal.school/tacita-de-cafe/,tacita-de-cafe,2019-10-30 22:01:30,,,,,
es,page,Tomar Decisiones como Líder,https://es.theglobal.school/tomar-decisiones-como-lider/,tomar-decisiones-como-lider,2020-08-27 14:44:46,,¿Cómo tomar decisiones como líder? La Herramienta para trabajo en equipos,Tomar Decisiones como Líder,Tomar decisiones como líder,
es,page,Tráfico de Personas - Masterclass Español,https://es.theglobal.school/trafico-de-personas-masterclass-espanol/,trafico-de-personas-masterclass-espanol,2021-05-18 14:42:56,,,,,
es,page,"Tu Escuela Global. Comunidad, Eventos & Educación",https://es.theglobal.school/tu-escuela-global-comunidad-eventos-educacion/,tu-escuela-global-comunidad-eventos-educacion,2024-03-24 14:25:30,Tu Escuela Global - %%sitetitle%%,"Tu Escuela Global. Comunidad, Eventos & Educación. The New Global School te permite lanzar tu propia Escuela Global a partir de un modelo exitoso y probado.","Global School,The New Global School,Academy,Academies,Events,International Events,Communities,Online Communities,Online Community,online community service,online community college near me,online community manager,academies near me,academies trust handbook 2024,global school madrid,global school alliance,global schools group,global schools program,the new world school,the new school global studies,the new international school,the new school world ranking,international events list,international events happening now,international events in november 2024,international events calendar 2025,Event Organizer,event organizer company,event organizer jobs,event organizer job description,event organizer meaning,event organizer salary",Tu Escuela Global,
es,page,TZUNUN,https://es.theglobal.school/tzunun/,tzunun,2024-04-29 19:49:18,,,,,
es,page,Viajes Educativos a Europa,https://es.theglobal.school/viajes-educativos-a-europa/,viajes-educativos-a-europa,2023-04-14 13:22:31,%%title%% %%page%%,"Para Empresas, Gobiernos y Universidades. Berlín, París, Ginebra, Barcelona, & Viena. Viajes Educativos a Europa.",Viajes Educativos a Europa,Viajes Educativos a Europa,
es,page,Votaciones - Latin American Leaders Awards,https://es.theglobal.school/votaciones-latin-american-leaders-awards/,votaciones-latin-american-leaders-awards,2023-08-31 11:11:50,,,,,
es,page,Welcome,https://es.theglobal.school/welcome/,welcome,2024-02-20 10:49:09,,,,,
es,post,Consejos de vida sustentable para la vida en el hogar,https://es.theglobal.school/5-consejos-vida-sustentable/,5-consejos-vida-sustentable,2020-04-30 17:07:57,,"Si te dijera que guardar tus alimentos en el lugar correcto, congelar las sobras, usar el lavavajillas (en lugar de lavar los platos a mano) y bajar el calentador de agua solo unos pocos grados podría ayudar a proteger el medio ambiente, podrías pensar que suena Demasiado simple Pero nuestro mayor impacto en el planeta proviene de solo tres cosas: uso de alimentos, agua y energía.",Consejos de vida sostenible para la vida en el hogar,,
es,post,COVID-19,https://es.theglobal.school/5-lecciones/,5-lecciones,2020-03-19 04:23:06,,No hace falta decir que el desastre en el que se encuentra nuestro mundo en este momento es una de nuestras propias decisiones. Todos sabíamos que esto sucedería algún día y ha habido una gran cantidad de intervenciones de advertencia respaldadas por datos,COVID-19,,
es,post,7 Educadores Ambientales que te van a inspirar,https://es.theglobal.school/7-educadores-ambientales-que-te-van-a-inspirar/,7-educadores-ambientales-que-te-van-a-inspirar,2020-01-24 17:54:46,,"7 Educadores Ambientales que te van a inspira con sus enseñanzas en amar y respetar a la naturaleza, conócelos ahora.",7 Educadores Ambientales que te van a inspirar,,
es,post,Actuemos - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/actuemos-latin-american-leaders-awards-nominados-2022/,actuemos-latin-american-leaders-awards-nominados-2022,2022-07-06 18:21:50,%%title%% %%page%%,Actuemos - Latin American Leaders Awards - Nominados 2022. Líderes en Desarrollo Sostenible e Innovación Social.,Actuemos - Latin American Leaders Awards,Actuemos - Latin American Leaders Awards,
es,post,Airbnb ofrece alojamiento gratuito para sobrevivientes de violencia doméstica,https://es.theglobal.school/airbnb-alojamiento-gratuito/,airbnb-alojamiento-gratuito,2020-06-25 15:55:59,,"Airbnb trabajará a través de sus socios hoteleros para proporcionar alojamiento temporal, sin cargo, cuando el alojamiento de emergencia especializado no esté disponible. ",ayudar a las sobrevivientes de violencia doméstica,,
es,post,Alerta Isla Riesco Chile - Nominados 2022 - Latin American Leaders Awards,https://es.theglobal.school/alerta-isla-riesco-chile-nominados-2022-latin-american-leaders-awards/,alerta-isla-riesco-chile-nominados-2022-latin-american-leaders-awards,2022-05-30 16:48:17,%%title%% %%page%%,Alerta Isla Riesco Chile - Nominados 2022 - Latin American Leaders Awards. Premios al desarrollo sostenible e innovación social.,Alerta Isla Riesco Chile - Nominados 2022,Alerta Isla Riesco Chile - Nominados 2022,
es,post,Amigos del Viento - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/amigos-del-viento-latin-american-leaders-awards-nominados-2022/,amigos-del-viento-latin-american-leaders-awards-nominados-2022,2022-07-12 18:09:43,%%title%% %%page%%,Amigos del Viento - Latin American Leaders Awards - Nominados 2022. Líderes en Desarrollo Sostenible e Innovación Social.,Amigos del Viento - Latin American Leaders Awards,Amigos del Viento - Latin American Leaders Awards,
es,post,Ana Carolina Benavides Martínez - Latin American Social Leaders Awards,https://es.theglobal.school/ana-carolina-benavides-martinez-latin-american-social-leaders-awards/,ana-carolina-benavides-martinez-latin-american-social-leaders-awards,2019-08-02 18:43:10,,,,,
es,post,Aqui nadie se Rinde,https://es.theglobal.school/aqui-nadie-se-rinde/,aqui-nadie-se-rinde,2023-11-30 16:52:30,Aqui nadie se Rinde,,,,
es,post,La clara respuesta de Arabia Saudita al brote del Coronavirus está marcando un contraste con Occidente,https://es.theglobal.school/arabia-saudita/,arabia-saudita,2020-04-01 19:22:53,,"La respuesta rápida y audaz de Arabia Saudita a COVID-19 es una lección para los países occidentales y significa que, hasta el momento, hay casos mínimos y solo una muerte en el país. Compare esto con el vecino Irán, donde las muertes están en cuatro cifras , o Turquía, donde algunos profesionales de la salud especulan que el 60% del país ahora es COVID positivo.",La clara respuesta de Arabia Saudita al brote del Coronavirus está marcando un contraste con Occidente,,
es,post,Asociación Mexicana de Hidrógeno - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/asociacion-mexicana-de-hidrogeno-latin-american-leaders-awards-nominados-2022/,asociacion-mexicana-de-hidrogeno-latin-american-leaders-awards-nominados-2022,2022-09-04 13:05:28,%%title%%,Asociación Mexicana de Hidrógeno - Latin American Leaders Awards. Líderes en Desarrollo Sostenible e Innovación Social.,Asociación Mexicana de Hidrógeno - Latin American Leaders Awards,Asociación Mexicana de Hidrógeno - Latin American Leaders Awards,
es,post,Blanca Mery Sánchez - Nominados 2022 - Latin American Leaders Awards,https://es.theglobal.school/blanca-mery-sanchez-nominados-2022/,blanca-mery-sanchez-nominados-2022,2022-05-17 18:02:58,,Blanca Mery Sánchez - Nominados 2022 - Latin American Leaders Awards. Líderes en Desarrollo Sostenible e Innovación Social.,Blanca Mery Sánchez - Nominados 2022,Blanca Mery Sánchez - Nominados 2022,
es,post,Bottleyes - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/bottleyes-latin-american-leaders-awards-nominados-2022/,bottleyes-latin-american-leaders-awards-nominados-2022,2022-07-27 18:38:34,%%title%% %%page%%,Bottleyes - Latin American Leaders Awards - Nominados 2022. Líderes en Desarrollo Sostenible e Innovación Social.,Bottleyes - Latin American Leaders Awards,Bottleyes - Latin American Leaders Awards,
es,post,Bruno Mahfuz - Nominados 2022 - Latin American Leaders Awards,https://es.theglobal.school/bruno-mahfuz-nominados-2022-latin-american-leaders-awards/,bruno-mahfuz-nominados-2022-latin-american-leaders-awards,2022-05-26 19:38:44,%%title%% %%page%%,Bruno Mahfuz - Nominados 2022 - Latin American Leaders Awards. Los premios más importantes de Europa Central para Líderes de América Latina.,Bruno Mahfuz - Nominados 2022,Bruno Mahfuz - Nominados 2022,
es,post,Carolina Esperanza Real Casas -  Latin American Social Leaders Awards,https://es.theglobal.school/carolina-esperanza-real-casas-latin-american-social-leaders-awards/,carolina-esperanza-real-casas-latin-american-social-leaders-awards,2019-08-06 15:59:28,,,,,
es,post,Carolina Muñoz - Latin American Social Leaders Awards,https://es.theglobal.school/carolina-munoz-latin-american-social-leaders-awards/,carolina-munoz-latin-american-social-leaders-awards,2019-08-07 17:25:01,,,,,
es,post,Carta a la humanidad desde 2050 - Roberto A. Arrucha,https://es.theglobal.school/carta-a-la-humanidad-desde-2050/,carta-a-la-humanidad-desde-2050,2020-02-19 15:55:51,Carta a la humanidad desde 2050 de Roberto A. Arucha,Nos dirigimos a un mundo que será más de 3C más cálido para 2100. Carta a la humanidad desde 2050 de Roberto A. Arucha,"Carta a la humanidad desde 2050,carta a la humanidad 2050,Carta a la humanidad desde 2100,Carta a la humanidad,carta de la tierra a la humanidad,carta para la humanidad,carta de la madre tierra a la humanidad,Vida en 2050,como sera la vida en 2050,vida en el año 2100,como sera la vida en 2100,vida en el 2100,como sería la vida en 2100,calidad de vida en 2100",Carta a la humanidad desde 2050,https://es.theglobal.school/wp-content/uploads/2020/05/Carta-a-la-humanidad-desde-2100-Roberto-A.-Arrucha.jpg
es,post,Carta a la humanidad desde 2100,https://es.theglobal.school/carta-a-la-humanidad-desde-2100/,carta-a-la-humanidad-desde-2100,2021-04-10 18:25:00,%%title%% %%page%% %%sep%% Roberto A. Arrucha,"Siempre pensamos que sería un apocalípsis nuclear o un meteorito. La realidad fue diferente, esta es la Carta a la humanidad desde 2100.",Carta a la humanidad desde 2100,Carta a la humanidad desde 2100,https://es.theglobal.school/wp-content/uploads/2020/05/Carta-a-la-humanidad-desde-2100-Roberto-A.-Arrucha.jpg
es,post,Carta a la Humanidad desde el 2050 - Christina Figueres,https://es.theglobal.school/carta-a-la-humanidad-desde-el-2050-christina-figueres/,carta-a-la-humanidad-desde-el-2050-christina-figueres,2022-09-06 10:49:33,,,,,
es,post,Claudia Verenice Acedo Ruiz,https://es.theglobal.school/claudia-verenice-acedo-ruiz/,claudia-verenice-acedo-ruiz,2019-08-05 17:16:40,,,,,
es,post,CleanTech Hub - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/cleantech-hub-latin-american-leaders-awards-nominados-2022/,cleantech-hub-latin-american-leaders-awards-nominados-2022,2022-06-16 15:04:12,%%title%% %%page%%,CleanTech Hub - Latin American Leaders Awards - Nominados 2022. Líderes Desarrollo sostenible e Innovación social.,CleanTech Hub - Latin American Leaders Awards,CleanTech Hub - Latin American Leaders Awards,
es,post,Clima Lab - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/clima-lab-latin-american-leaders-awards/,clima-lab-latin-american-leaders-awards,2022-06-10 20:30:21,%%title%% %%page%%,Clima Lab - Latin American Leaders Awards - Nominados 2022. Líderes en Desarrollo Sostenible e Innovación Social.,Clima Lab - Latin American Leaders Awards,Clima Lab - Latin American Leaders Awards,
es,post,¿Cómo ayudar ante un desastre natural?,https://es.theglobal.school/como-ayudar-ante-un-desastre-natural/,como-ayudar-ante-un-desastre-natural,2023-02-06 10:50:00,%%title%% %%page%%,Más personas mueren por la pobre administración de ayuda que por el desastre mismo ¿Cómo ayudar ante un desastre natural?,¿Cómo ayudar ante un desastre natural?,¿Cómo ayudar ante un desastre natural?,https://theglobal.school/wp-content/uploads/2018/06/dog-guatemala.jpg
es,post,¿Cómo me afecta el nuevo acuerdo de la Unión Europea y México?,https://es.theglobal.school/como-me-afecta-el-nuevo-acuerdo-de-la-union-europea-y-mexico/,como-me-afecta-el-nuevo-acuerdo-de-la-union-europea-y-mexico,2018-04-24 09:42:32,,"Después de 20 años del primer acuerdo de un país Latinoamericano con la Unión Europea, y con resultados positivos, aunque con frustraciones por su poca flexibilidad; México y la Unión Europea han logrado en casi 2 años de negociaciones un nuevo acuerdo que marcará un modelo de cooperación para el resto de las economías de Latinomérica.",,¿Cómo me afecta el nuevo acuerdo de la Unión Europea y México?,https://theglobal.school/wp-content/uploads/2018/04/adventure-blur-cartography-408503.jpg
es,post,¿Cómo podemos ayudar mejor ante un desastre?,https://es.theglobal.school/como-podemos-ayudar-mejor-ante-un-desastre/,como-podemos-ayudar-mejor-ante-un-desastre,2024-11-01 20:33:03,%%title%% %%page%%,Formas prácticas y eficientes para ayudar ante una emergencia o desastre.,,¿Cómo podemos ayudar mejor ante un desastre?,https://es.theglobal.school/wp-content/uploads/2024/11/Inundaciones-Valencia-Terremoto-Ayuda-Desastre.webp
es,post,¿Cómo unirse a un movimiento feminista cuando eres hombre?,https://es.theglobal.school/como-unirse-a-un-movimiento-feminista-cuando-eres-hombre/,como-unirse-a-un-movimiento-feminista-cuando-eres-hombre,2019-08-17 10:57:47,,"No se trata de levantarse para darle un asiento a una mujer o de abrirle todas las puerta, se trata de asegurarnos que cuando una mujer decida sentarse o cruzar una puerta, lo hará con libertad, dignidad y respeto. ",Feminismo,¿Cómo unirse a un movimiento feminista cuando eres hombre?,https://es.theglobal.school/wp-content/uploads/2019/08//women-power-social-media.jpg
es,post,Comparte por una vida Colombia - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/comparte-por-una-vida-colombia-latin-american-leaders-awards-nominados-2022/,comparte-por-una-vida-colombia-latin-american-leaders-awards-nominados-2022,2022-06-13 07:58:46,%%title%% %%page%%,Comparte por una vida Colombia - Latin American Leaders Awards - Nominados 2022. Líderes en Desarrollo Sostenible e Innovación Social.,Comparte por una vida Colombia - Latin American Leaders Awards,Comparte por una vida Colombia - Latin American Leaders Awards,
es,post,Compartir el poder para reconstruir la confianza pública,https://es.theglobal.school/compartir-el-poder-para-reconstruir-la-confianza-publica/,compartir-el-poder-para-reconstruir-la-confianza-publica,2019-11-12 19:38:04,,Redefinimos la gobernanza para incluir nociones mucho más ricas de responsabilidad y para cambiar el papel de los líderes de héroes a mayordomos.,Poder Confianza Pública,Compartir el poder para reconstruir la confianza pública,https://es.theglobal.school/wp-content/uploads//2019/11/Compartir_poder_para_reconstruir_confianza_pública-1.jpg
es,post,30 consejos y trucos para organizar un evento en línea exitoso,https://es.theglobal.school/consejos-organizar-evento-online/,consejos-organizar-evento-online,2020-04-29 19:10:44,%%title%% %%page%% %%sep%% TheGlobal.School,"La creación de un evento en línea requiere pensamiento estratégico, planificación adecuada y habilidades de marketing.",30 Consejos y trucos para organizar un evento en línea exitoso,30 Consejos y trucos para organizar un evento en línea exitoso,https://es.theglobal.school/wp-content/uploads/2020/04/Evento_Online.png
es,post,"Sustentabilidad, Innovación Social y Acción Climática",https://es.theglobal.school/conviertete-en-analista-columnista/,conviertete-en-analista-columnista,2018-02-12 15:36:16,,,,Líderes Sociales - Blog,https://theglobal.school/wp-content/uploads/2019/05/Collage.jpg
es,post,Coronavirus vs América Latina,https://es.theglobal.school/coronavirus-vs-latam/,coronavirus-vs-latam,2020-03-20 21:35:32,,,Coronavirus vs América Latina,Coronavirus vs América Latina,https://es.theglobal.school/wp-content/uploads/2020/03/corona-vs-latam.jpg
es,post,"¿Qué nivel de responsabilidad tiene gobierno, empresa y sociedad en el desarrollo?",https://es.theglobal.school/corresponsabilidad-social/,corresponsabilidad-social,2018-02-26 10:54:04,,"gobierno, empresa y sociedad. Corresponsabilidad social",gobierno empresa y sociedad,,
es,post,¿El Coronavirus ayudará a la humanidad a sobrevivir la crisis ambiental?,https://es.theglobal.school/crisis-ambiental/,crisis-ambiental,2020-03-24 22:46:25,,"La tragedia humana del coronavirus es inmensa. Hasta ahora, más de 3,000 han muerto, más de 90,000 han sido infectados en todo el mundo y millones han sido afectados. Si bien las enfermedades infecciosas siempre han sido parte de la experiencia humana, la expansión de la civilización industrial ha amplificado inexorablemente el riesgo de nuevas enfermedades.",¿El Coronavirus ayudará a la humanidad a sobrevivir la crisis ambiental?,,
es,post,La crisis global del sistema Covid-19,https://es.theglobal.school/crisis-global/,crisis-global,2020-03-24 18:18:58,,"Primero, el Coronavirus se ha extendido mucho más rápido a otras partes del mundo de lo que cualquier gobierno había anticipado o preparado. Mientras tanto, la mayoría de los países gravemente afectados han introducido medidas muy restrictivas para frenar cualquier propagación de Covid-19. Estas medidas y acciones están bien documentadas y los datos están disponibles en Internet . Me centraré particularmente en los efectos concretos en el Sistema Global como se describe en mi artículo de febrero.",La crisis global del sistema Covid-19,,
es,post,Daniel Medvedovsky - Latin American Social Leaders Awards,https://es.theglobal.school/daniel-medvedovsky-latin-american-social-leaders-awards/,daniel-medvedovsky-latin-american-social-leaders-awards,2019-08-05 15:08:35,,,,,
es,post,El decrecimiento: la teoría de la abundancia radical,https://es.theglobal.school/decrecimiento/,decrecimiento,2020-01-30 02:28:56,,El decrecimiento: la teoría de la abundancia radical. ¿El decrecimiento del PIB es clave para un verdadero desarrollo sostenible? Este artículo así lo propone.,El decrecimiento: la teoría de la abundancia radical,El decrecimiento: la teoría de la abundancia radical,https://es.theglobal.school/wp-content/uploads//2020/01/Decrecimiento.png
es,post,¿Desarrollo Sostentible es un planeta glotón?,https://es.theglobal.school/desarrollo-sostenible/,desarrollo-sostenible,2020-01-28 20:52:41,,"El desarrollo sostenible está dejando de ser una curiosidad o monopolio en el discurso de los ambientalistas para convertirse en tema de reflexión cotidiana: objeto de debates, de estudios, de políticas, de leyes e, incluso, de “memes”.",Desarrollo Sostenible,,
es,post,Dirección de Cambio Climático Panamá - Nominados 2022 - Latin American Leaders Awards,https://es.theglobal.school/direccion-de-cambio-climatico-panama-nominados-2022-latin-american-leaders-awards/,direccion-de-cambio-climatico-panama-nominados-2022-latin-american-leaders-awards,2022-05-28 10:41:51,%%title%% %%page%%,Dirección de Cambio Climático Panamá - Nominados 2022 - Latin American Leaders Awards. Premios a los Líderes en Desarrollo Sostenible.,Dirección de Cambio Climático Panamá,Dirección de Cambio Climático Panamá - Nominados 2022,
es,post,Dirección de Movilidad y Transporte de Zapopan - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/direccion-de-movilidad-y-transporte-de-zapopan-latin-american-leaders-awards-nominados-2022/,direccion-de-movilidad-y-transporte-de-zapopan-latin-american-leaders-awards-nominados-2022,2022-09-04 12:46:05,%%title%% %%page%%,Dirección de Movilidad y Transporte de Zapopan - Latin American Leaders Awards. Líderes en Desarrollo Sostenible e Innovación Social.,Dirección de Movilidad y Transporte de Zapopan - Latin American Leaders Awards,Dirección de Movilidad y Transporte de Zapopan,
es,post,Doctor Terra - Latin American Leaders Awards - Nominados 2022,https://es.theglobal.school/doctor-terra-latin-american-leaders-awards-nominados-2022/,doctor-terra-latin-american-leaders-awards-nominados-2022,2022-06-06 10:16:49,%%title%% %%page%%,Doctor Terra - Latin American Leaders Awards - Nominados 2022. Líderes en Desarrollo Sostenible e Innovación Social.,Doctor Terra - Latin American Leaders Awards,Doctor Terra - Latin American Leaders Awards,
